Date,HomeTeam_raw,AwayTeam_raw,HomeTeam_norm,AwayTeam_norm,MarketSpread,MarketTotal,HomeTeam,AwayTeam
2025-11-13,Michigan St Spartans,San José St Spartans,michigan st spartans,san josé st spartans,-24.5,142.5,Michigan St.,
