Date,HomeTeam_raw,AwayTeam_raw,HomeTeam,AwayTeam,Team_A,Team_B,HomeMarketSpread,AwayMarketSpread,MarketTotal,IsNeutral,AdjOE_A,AdjOE_B,AdjDE_A,AdjDE_B,AdjEM_A,AdjEM_B,AdjTempo_A,AdjTempo_B,HomeCourtAdv_A,HomeCourtAdv_B,PredPoss,ModelScore_A,ModelScore_B,ModelTotal,HomeModelSpread,AwayModelSpread,WinProb_A_pct,PredictedMargin,PredictedWinner,PredictedScoreboard,HomeValue,AwayValue,EdgeSide,EdgeTeam,EdgePoints,TotalEdge
11/23/2025,Columbia Lions,Longwood Lancers,Columbia,Longwood,Columbia,Longwood,-3.5,3.5,152.5,FALSE,104.94,104.871,106.698,110.871,-1.75755,-5.99983,68.663,71.7614,2,2.2,70.17801761,76.8,73.1,150,-5.18,5.18,70.326,5.2,Columbia,Columbia 77 – Longwood 73,1.68,-1.68,HOME,Columbia,1.68,-2.5
11/23/2025,Drexel Dragons,Old Dominion Monarchs,Drexel,Old Dominion,Drexel,Old Dominion,-2.5,2.5,142.5,FALSE,101.215,105.89,110.245,111.061,-9.02999,-5.17077,67.349,69.0309,3.1,3.1,68.17957902,74.1,72,146,-0.78,0.78,53.24,0.8,Drexel,Drexel 74 – Old Dominion 72,-1.72,1.72,AWAY,Old Dominion,1.72,3.5
11/23/2025,Georgia Tech Yellow Jackets,West Georgia Wolves,Georgia Tech,West Georgia,Georgia Tech,West Georgia,-17.5,17.5,144.5,FALSE,104.403,101.343,96.5179,112.33,7.88531,-10.9865,72.2159,69.8839,2.7,2.6,71.03076477,78.5,68.8,147.2,-16.37,16.37,93.872,16.4,Georgia Tech,Georgia Tech 78 – West Georgia 69,-1.13,1.13,AWAY,West Georgia,1.13,2.7
11/23/2025,South Dakota Coyotes,South Carolina St Bulldogs,South Dakota,South Carolina St.,South Dakota,South Carolina St.,-15.5,15.5,160.5,FALSE,104.412,93.9656,113.799,112.45,-9.38735,-18.4847,73.7378,73.2284,3,3,73.48221718,81.3,74.7,156,-9.98,9.98,84.08,10,South Dakota,South Dakota 81 – South Carolina St. 75,-5.52,5.52,AWAY,South Carolina St.,5.52,-4.5
11/23/2025,Virginia Cavaliers,Butler Bulldogs,Virginia,Butler,Virginia,Butler,-6.5,6.5,156.5,TRUE,119.775,115.631,101.45,101.392,18.3258,14.2385,68.5612,72.122,3.4,3.1,70.29653671,77.7,76.3,154,-2.87,2.87,61.748,2.9,Virginia,Virginia 78 – Butler 76,-3.63,3.63,AWAY,Butler,3.63,-2.5
11/23/2025,Monmouth Hawks,Robert Morris Colonials,Monmouth,Robert Morris,Monmouth,Robert Morris,-3.5,3.5,148.5,FALSE,103.553,104.175,107.793,109.145,-4.24025,-4.96935,70.2029,70.2785,3.1,2.8,70.24067966,76.4,72.7,149.1,-3.92,3.92,65.784,3.9,Monmouth,Monmouth 76 – Robert Morris 73,0.42,-0.42,HOME,Monmouth,0.42,0.6
11/23/2025,Western Michigan Broncos,Mt. St. Mary's Mountaineers,Western Michigan,Mount St. Mary's,Western Michigan,Mount St. Mary's,-1.5,1.5,149.5,FALSE,102.704,101.929,111.165,108.286,-8.46084,-6.35732,71.8948,69.0745,2.7,2.1,70.45643786,75.8,73.6,149.4,-1.49,1.49,56.168,1.5,Western Michigan,Western Michigan 76 – Mount St. Mary's 74,-0.01,0.01,AWAY,Mount St. Mary's,0.01,-0.1
11/23/2025,Southern Illinois Salukis,Delaware Blue Hens,Southern Illinois,Delaware,Southern Illinois,Delaware,-7.5,7.5,154.5,TRUE,109.406,107.496,107.424,112.33,1.98204,-4.83395,72.7962,69.4852,3,2.4,71.10217521,78.8,76.4,155.2,-4.85,4.85,69.162,4.8,Southern Illinois,Southern Illinois 79 – Delaware 76,-2.65,2.65,AWAY,Delaware,2.65,0.7
11/23/2025,Xavier Musketeers,West Virginia Mountaineers,Xavier,West Virginia,Xavier,West Virginia,5.5,-5.5,140.5,TRUE,109.848,110.959,102.309,97.0271,7.53901,13.932,71.7573,66.1882,3.4,4.5,68.86033287,71.2,73.4,144.7,4.4,-4.4,32.438,4.4,West Virginia,Xavier 71 – West Virginia 73,1.1,-1.1,HOME,Xavier,1.1,4.2
11/23/2025,Duke Blue Devils,Howard Bison,Duke,Howard,Duke,Howard,-43.5,43.5,154.5,FALSE,124.934,99.8487,93.339,111.52,31.5949,-11.6713,69.6723,70.4391,3.3,3.3,70.05360173,84.6,65.9,150.5,-33.94,33.94,99,33.9,Duke,Duke 85 – Howard 66,-9.56,9.56,AWAY,Howard,9.56,-4
11/23/2025,East Tennessee St Buccaneers,UL Monroe Warhawks,East Tennessee St.,Louisiana Monroe,East Tennessee St.,Louisiana Monroe,-18.5,18.5,147.5,FALSE,107.194,98.4625,106.363,116.633,0.830661,-18.171,69.2437,72.1062,2.6,2.5,70.64596552,80.5,70.9,151.4,-16.28,16.28,93.785,16.3,East Tennessee St.,East Tennessee St. 80 – Louisiana Monroe 71,-2.22,2.22,AWAY,Louisiana Monroe,2.22,3.9
11/23/2025,Montana Grizzlies,Lamar Cardinals,Montana St.,Lamar,Montana St.,Lamar,-6.5,6.5,148.5,FALSE,105.55,103.317,108.613,107.334,-3.06305,-4.01785,68.3434,68.5667,3,3,68.4548679,74.5,70.9,145.4,-3.95,3.95,65.902,4,Montana St.,Montana St. 74 – Lamar 71,-2.55,2.55,AWAY,Lamar,2.55,-3.1
11/23/2025,Wyoming Cowboys,Norfolk St Spartans,Wyoming,Norfolk St.,Wyoming,Norfolk St.,-15.5,15.5,141.5,FALSE,106.089,99.0721,104.141,106.25,1.94787,-7.1779,70.7756,66.6795,3.5,3.3,68.66651903,74.8,67.8,142.7,-10.12,10.12,84.371,10.1,Wyoming,Wyoming 75 – Norfolk St. 68,-5.38,5.38,AWAY,Norfolk St.,5.38,1.2
11/23/2025,Portland Pilots,St. Thomas (MN) Tommies,Portland,St. Thomas,Portland,St. Thomas,5.5,-5.5,156.5,FALSE,102.693,106.127,111.924,109.438,-9.23154,-3.31096,71.621,70.1829,1.8,3.3,70.89465778,76.2,76.3,152.5,2.22,-2.22,40.865,2.2,St. Thomas,Portland 76 – St. Thomas 76,3.28,-3.28,HOME,Portland,3.28,-4
11/23/2025,Southern Miss Golden Eagles,Tenn-Martin Skyhawks,Southern Miss,Tennessee Martin,Southern Miss,Tennessee Martin,-1.5,1.5,147.5,TRUE,105.941,101.495,112.638,107.078,-6.69696,-5.58323,69.6909,70.9134,2.9,2.6,70.29683542,74.9,75.3,150.1,0.78,-0.78,46.742,0.8,Tennessee Martin,Southern Miss 75 – Tennessee Martin 75,-2.28,2.28,AWAY,Tennessee Martin,2.28,2.6
11/23/2025,Air Force Falcons,IUPUI Jaguars,Air Force,IU Indy,Air Force,IU Indy,-3.5,3.5,180.5,FALSE,99.284,103.933,110.763,119.187,-11.4786,-15.2541,66.8554,78.096,3.5,2.7,72.03986051,80.6,75.4,156,-6.57,6.57,74.932,6.6,Air Force,Air Force 81 – IU Indy 75,3.07,-3.07,HOME,Air Force,3.07,-24.5
11/23/2025,Illinois St Redbirds,Coastal Carolina Chanticleers,Illinois St.,Coastal Carolina,Illinois St.,Coastal Carolina,-12.5,12.5,144.5,FALSE,109.363,102.731,107.61,105.808,1.75367,-3.07728,67.9453,70.7155,3.6,3,69.30272813,76.5,70.9,147.4,-7.31,7.31,77.171,7.3,Illinois St.,Illinois St. 76 – Coastal Carolina 71,-5.19,5.19,AWAY,Coastal Carolina,5.19,2.9
11/23/2025,Furman Paladins,Queens University Royals,Furman,Queens,Furman,Queens,-9.5,9.5,154.5,FALSE,104.804,110.503,107.312,113.066,-2.50782,-2.56249,69.2071,70.4499,2.8,2.8,69.8229702,77.6,74.5,152.1,-3.12,3.12,62.708,3.1,Furman,Furman 78 – Queens 74,-6.38,6.38,AWAY,Queens,6.38,-2.4
11/23/2025,McNeese Cowboys,GW Revolutionaries,McNeese,George Washington,McNeese,George Washington,6.5,-6.5,157.5,TRUE,111.396,116.124,103.704,101.307,7.69232,14.8174,69.1884,72.7072,2.5,2.8,70.90416949,75.4,77.9,153.3,5.05,-5.05,30.111,5.1,George Washington,McNeese 75 – George Washington 78,1.45,-1.45,HOME,McNeese,1.45,-4.2
11/23/2025,Pittsburgh Panthers,Quinnipiac Bobcats,Pittsburgh,Quinnipiac,Pittsburgh,Quinnipiac,-12.5,12.5,140.5,FALSE,111.415,101.882,100.509,107.426,10.9067,-5.54354,66.4904,73.0247,3.1,2.3,69.60453045,77.9,68.7,146.6,-14.86,14.86,92.249,14.9,Pittsburgh,Pittsburgh 78 – Quinnipiac 69,2.36,-2.36,HOME,Pittsburgh,2.36,6.1
11/23/2025,South Carolina Gamecocks,Northwestern Wildcats,South Carolina,Northwestern,South Carolina,Northwestern,5.5,-5.5,146.5,TRUE,112.15,116.064,103.378,99.9206,8.77218,16.1433,68.5617,68.4652,3.3,2.8,68.51341602,72.6,75.2,147.8,5.05,-5.05,30.118,5.1,Northwestern,South Carolina 73 – Northwestern 75,0.45,-0.45,HOME,South Carolina,0.45,1.3
11/23/2025,Charleston Cougars,Yale Bulldogs,Charleston,Yale,Charleston,Yale,5.5,-5.5,149.5,TRUE,109.307,117.07,111.31,107.332,-2.00245,9.73808,67.945,68.5799,2.8,2.3,68.26097372,73.9,77.9,151.9,8.01,-8.01,20.822,8,Yale,Charleston 74 – Yale 78,-2.51,2.51,AWAY,Yale,2.51,2.4
11/23/2025,UNC Greensboro Spartans,Youngstown St Penguins,UNC Greensboro,Youngstown St.,UNC Greensboro,Youngstown St.,5.5,-5.5,153.5,TRUE,105.155,107.937,114.626,109.12,-9.47157,-1.18294,69.2702,71.3525,2.3,2.9,70.29593295,75.3,78.2,153.5,5.83,-5.83,27.466,5.8,Youngstown St.,UNC Greensboro 75 – Youngstown St. 78,-0.33,0.33,AWAY,Youngstown St.,0.33,0
11/23/2025,UConn Huskies,Bryant Bulldogs,Connecticut,Bryant,Connecticut,Bryant,-36.5,36.5,147.5,FALSE,123.155,98.1685,96.5083,111.012,26.6466,-12.843,68.026,69.3907,3.9,2.7,68.70157351,82.6,64.7,147.3,-31.42,31.42,99,31.4,Connecticut,Connecticut 83 – Bryant 65,-5.08,5.08,AWAY,Bryant,5.08,-0.2
11/23/2025,DePaul Blue Demons,Detroit Mercy Titans,DePaul,Detroit Mercy,DePaul,Detroit Mercy,-20.5,20.5,151.5,FALSE,107.232,99.0665,101.879,112.357,5.35287,-13.2901,70.9239,72.3875,3,2.8,71.64822633,80.3,70.3,150.7,-16.66,16.66,94.138,16.7,DePaul,DePaul 80 – Detroit Mercy 70,-3.84,3.84,AWAY,Detroit Mercy,3.84,-0.8
11/23/2025,Boston College Eagles,Tulane Green Wave,Boston College,Tulane,Boston College,Tulane,-2.5,2.5,140.5,TRUE,104.457,110.67,99.2851,111.768,5.17174,-1.0975,67.1937,68.1445,3,2.7,67.66576014,73.2,71,144.2,-4.24,4.24,66.974,4.2,Boston College,Boston College 73 – Tulane 71,1.74,-1.74,HOME,Boston College,1.74,3.7
11/23/2025,Marshall Thundering Herd,Mercyhurst Lakers,Marshall,Mercyhurst,Marshall,Mercyhurst,-12.5,12.5,148.5,FALSE,107.771,98.2546,107.645,110.832,0.126485,-12.5775,73.2903,67.2413,3.1,2.4,70.13561433,78.4,70.5,148.9,-12.32,12.32,88.628,12.3,Marshall,Marshall 78 – Mercyhurst 70,-0.18,0.18,AWAY,Mercyhurst,0.18,0.4
11/23/2025,Western Illinois Leathernecks,North Dakota Fighting Hawks,Western Illinois,North Dakota,Western Illinois,North Dakota,1.5,-1.5,146.5,FALSE,99.4507,100.234,116.049,112.768,-16.5982,-12.5339,66.4969,70.5263,2.9,2.8,68.45235432,74.2,72.4,146.7,-0.41,0.41,51.699,0.4,Western Illinois,Western Illinois 74 – North Dakota 72,1.91,-1.91,HOME,Western Illinois,1.91,0.2
11/23/2025,Murray St Racers,Middle Tennessee Blue Raiders,Murray St.,Middle Tennessee,Murray St.,Middle Tennessee,-7.5,7.5,161.5,TRUE,113.103,105.424,107.333,105.779,5.77011,-0.354696,72.9854,71.6849,2.9,3.7,72.32930464,79.2,76.9,156.1,-4.43,4.43,67.663,4.4,Murray St.,Murray St. 79 – Middle Tennessee 77,-3.07,3.07,AWAY,Middle Tennessee,3.07,-5.4
11/23/2025,Jackson St Tigers,Winthrop Eagles,Jackson St.,Winthrop,Jackson St.,Winthrop,10.5,-10.5,163.5,FALSE,100.008,111.886,112.45,106.856,-12.4425,5.03006,72.3253,73.1836,2.6,2.6,72.75191861,76.7,80.2,156.9,9.85,-9.85,16.22,9.9,Winthrop,Jackson St. 77 – Winthrop 80,0.65,-0.65,HOME,Jackson St.,0.65,-6.6
11/23/2025,Evansville Purple Aces,Akron Zips,Evansville,Akron,Evansville,Akron,11.5,-11.5,156.5,TRUE,102.331,115.955,110.061,103.452,-7.73072,12.5029,69.3906,73.2971,3.8,2.6,71.29037397,73.4,80.6,153.9,14.42,-14.42,8.286,14.4,Akron,Evansville 73 – Akron 81,-2.92,2.92,AWAY,Akron,2.92,-2.6
11/23/2025,Davidson Wildcats,Utah State Aggies,Davidson,Utah St.,Davidson,Utah St.,9.5,-9.5,148.5,TRUE,109.491,118.721,103.708,100.834,5.78304,17.8865,67.9204,70.3645,2.8,4.1,69.12085102,72.7,76.9,149.6,8.37,-8.37,19.872,8.4,Utah St.,Davidson 73 – Utah St. 77,1.13,-1.13,HOME,Davidson,1.13,1.1
