Date,HomeTeam_raw,AwayTeam_raw,HomeTeam,AwayTeam,Team_A,Team_B,HomeMarketSpread,AwayMarketSpread,MarketTotal,IsNeutral,AdjOE_A,AdjOE_B,AdjDE_A,AdjDE_B,AdjEM_A,AdjEM_B,AdjTempo_A,AdjTempo_B,HomeCourtAdv_A,HomeCourtAdv_B,PredPoss,ModelScore_A,ModelScore_B,ModelTotal,HomeModelSpread,AwayModelSpread,WinProb_A_pct,PredictedMargin,PredictedWinner,PredictedScoreboard,HomeValue,AwayValue,EdgeSide,EdgeTeam,EdgePoints,TotalEdge
11/28/2025,Virginia Tech Hokies,VCU Rams,Virginia Tech,VCU,Virginia Tech,VCU,1.5,-1.5,153.5,TRUE,114.901,112.378,101.676,97.3623,13.2251,15.0154,70.309,72.2705,3.4,2.9,71.27625759,75.6,76.3,151.9,1.28,-1.28,44.703,1.3,VCU,Virginia Tech 76 – VCU 76,0.22,-0.22,HOME,Virginia Tech,0.22,-1.6
11/28/2025,Purdue Boilermakers,Eastern Illinois Panthers,Purdue,Eastern Illinois,Purdue,Eastern Illinois,-39.5,39.5,141.5,FALSE,129.407,96.9838,97.1802,111.852,32.2267,-14.8681,66.2344,66.9595,3.5,2.3,66.5949763,82.3,62.7,145,-35.21,35.21,99,35.2,Purdue,Purdue 82 – Eastern Illinois 63,-4.29,4.29,AWAY,Eastern Illinois,4.29,3.5
11/28/2025,Wake Forest Demon Deacons,Northeastern Huskies,Wake Forest,Northeastern,Wake Forest,Northeastern,-18.5,18.5,152.5,FALSE,115.781,103.525,97.6948,106.885,18.0866,-3.36045,72.0417,70.1814,4.2,2.1,71.0993835,81.5,69.2,150.7,-19.87,19.87,96.482,19.9,Wake Forest,Wake Forest 82 – Northeastern 69,1.37,-1.37,HOME,Wake Forest,1.37,-1.8
11/28/2025,Gardner-Webb Bulldogs,SE Louisiana Lions,Gardner Webb,Southeastern Louisiana,Gardner Webb,Southeastern Louisiana,8.5,-8.5,140.5,TRUE,97.9598,98.7923,116.652,106.889,-18.6919,-8.09642,72.7904,68.2632,2,2.2,70.4541484,72.2,75.9,148.1,7.46,-7.46,22.371,7.5,Southeastern Louisiana,Gardner Webb 72 – Southeastern Louisiana 76,1.04,-1.04,HOME,Gardner Webb,1.04,7.6
11/28/2025,Charlotte 49ers,Richmond Spiders,Charlotte,Richmond,Charlotte,Richmond,6.5,-6.5,147.5,TRUE,109.801,111.915,113.419,105.843,-3.61817,6.07133,64.6407,69.1493,3.6,2.8,66.81903216,72,75.3,147.3,6.47,-6.47,25.368,6.5,Richmond,Charlotte 72 – Richmond 75,0.03,-0.03,HOME,Charlotte,0.03,-0.2
11/28/2025,UConn Huskies,Illinois Fighting Illini,Connecticut,Illinois,Connecticut,Illinois,-2.5,2.5,154.5,TRUE,122.763,123.9,96.249,97.5338,26.5138,26.3665,67.3223,71.0159,3.9,3.1,69.11979084,76.1,76.1,152.2,-0.1,0.1,50.424,0.1,Connecticut,Connecticut 76 – Illinois 76,-2.4,2.4,AWAY,Illinois,2.4,-2.3
11/28/2025,Longwood Lancers,Siena Saints,Longwood,Siena,Longwood,Siena,4.5,-4.5,149.5,TRUE,104.372,106.957,112.381,108.631,-8.00889,-1.67467,71.6451,66.5793,2.2,2.7,69.01937149,73.5,75.7,149.2,4.37,-4.37,32.549,4.4,Siena,Longwood 74 – Siena 76,0.13,-0.13,HOME,Longwood,0.13,-0.3
11/28/2025,Saint Mary's Gaels,Vanderbilt Commodores,Saint Mary's,Vanderbilt,Saint Mary's,Vanderbilt,3.5,-3.5,152.5,TRUE,117.198,123.603,96.2645,99.1023,20.9336,24.5008,66.5743,72.1299,2.7,3,69.24083916,74.9,76.1,151,2.47,-2.47,39.851,2.5,Vanderbilt,Saint Mary's 75 – Vanderbilt 76,1.03,-1.03,HOME,Saint Mary's,1.03,-1.5
11/28/2025,Indiana St Sycamores,Alcorn St Braves,Indiana St.,Alcorn St.,Indiana St.,Alcorn St.,-9.5,9.5,148.5,TRUE,103.874,99.0607,105.465,114.363,-1.59098,-15.3023,72.1468,69.8748,3.6,2.8,70.99262676,77.5,72.6,150.1,-9.73,9.73,83.512,9.7,Indiana St.,Indiana St. 78 – Alcorn St. 73,0.23,-0.23,HOME,Indiana St.,0.23,1.6
11/28/2025,Monmouth Hawks,Ball State Cardinals,Monmouth,Ball St.,Monmouth,Ball St.,-4.5,4.5,139.5,TRUE,103.656,101.852,107.911,112.062,-4.25548,-10.2095,68.4034,67.2644,3.1,2.7,67.82911876,73.2,71.1,144.3,-4.04,4.04,66.22,4,Monmouth,Monmouth 73 – Ball St. 71,-0.46,0.46,AWAY,Ball St.,0.46,4.8
