Date,HomeTeam_raw,AwayTeam_raw,HomeTeam,AwayTeam,Team_A,Team_B,HomeMarketSpread,AwayMarketSpread,MarketTotal,IsNeutral,AdjOE_A,AdjOE_B,AdjDE_A,AdjDE_B,AdjEM_A,AdjEM_B,AdjTempo_A,AdjTempo_B,HomeCourtAdv_A,HomeCourtAdv_B,PredPoss,ModelScore_A,ModelScore_B,ModelTotal,HomeModelSpread,AwayModelSpread,WinProb_A_pct,PredictedMargin,PredictedWinner,PredictedScoreboard,HomeValue,AwayValue,EdgeSide,EdgeTeam,EdgePoints,TotalEdge
11/27/2025,Furman Paladins,Richmond Spiders,Furman,Richmond,Furman,Richmond,3.5,-3.5,146.5,TRUE,108.192,112.815,109.769,105.842,-1.57612,6.97345,67.9608,69.0264,2.8,2.8,68.48945544,73.3,76.2,149.5,5.86,-5.86,27.37,5.9,Richmond,Furman 73 – Richmond 76,-2.36,2.36,AWAY,Richmond,2.36,3
11/27/2025,East Carolina Pirates,St. Bonaventure Bonnies,East Carolina,St. Bonaventure,East Carolina,St. Bonaventure,10.5,-10.5,142.5,TRUE,101.495,111.259,109.3,106.472,-7.80503,4.78697,71.062,67.6354,3.3,3.9,69.30637193,72.1,76.4,148.5,8.73,-8.73,18.931,8.7,St. Bonaventure,East Carolina 72 – St. Bonaventure 76,1.77,-1.77,HOME,East Carolina,1.77,6
11/27/2025,VCU Rams,Vanderbilt Commodores,VCU,Vanderbilt,VCU,Vanderbilt,6.5,-6.5,159.5,TRUE,112.893,123.007,96.8951,99.6974,15.9977,23.31,72.4317,72.2389,2.9,3,72.33517153,76.9,79.5,156.4,5.29,-5.29,29.285,5.3,Vanderbilt,VCU 77 – Vanderbilt 80,1.21,-1.21,HOME,VCU,1.21,-3.1
11/27/2025,Illinois St Redbirds,Charlotte 49ers,Illinois St.,Charlotte,Illinois St.,Charlotte,-5.5,5.5,140.5,TRUE,110.292,110.083,105.635,113.019,4.65665,-2.93663,68.2472,64.5427,3.6,3.6,66.34327694,74.1,71.6,145.6,-5.04,5.04,69.838,5,Illinois St.,Illinois St. 74 – Charlotte 72,-0.46,0.46,AWAY,Charlotte,0.46,5.1
11/27/2025,San Francisco Dons,Colorado Buffaloes,San Francisco,Colorado,San Francisco,Colorado,-1.5,1.5,151.5,TRUE,114.81,117.599,102.266,107.656,12.5436,9.94285,68.5094,70.1637,2.6,3.9,69.32668252,77.1,76.2,153.3,-1.8,1.8,57.457,1.8,San Francisco,San Francisco 77 – Colorado 76,0.3,-0.3,HOME,San Francisco,0.3,1.8
11/27/2025,Creighton Bluejays,Oregon Ducks,Creighton,Oregon,Creighton,Oregon,1.5,-1.5,152.5,TRUE,116.116,113.46,102.605,102.76,13.5109,10.6999,68.1269,70.3045,3.4,3.3,69.19857259,75.7,74.8,150.5,-1.95,1.95,58.035,1.9,Creighton,Creighton 76 – Oregon 75,3.45,-3.45,HOME,Creighton,3.45,-2
11/27/2025,Saint Mary's Gaels,Virginia Tech Hokies,Saint Mary's,Virginia Tech,Saint Mary's,Virginia Tech,-3.5,3.5,144.5,TRUE,117.129,115.787,97.1112,101.657,20.0181,14.1306,66.4722,70.3646,2.7,3.4,68.36303924,74.8,72.8,147.6,-4.02,4.02,66.169,4,Saint Mary's,Saint Mary's 75 – Virginia Tech 73,0.52,-0.52,HOME,Saint Mary's,0.52,3.1
11/27/2025,Florida Gators,TCU Horned Frogs,Florida,TCU,Florida,TCU,-13.5,13.5,155.5,TRUE,120.604,111.389,92.9506,99.7593,27.6533,11.6299,73.2339,69.1764,2.9,4.5,71.14734763,78.4,72.7,151.1,-11.4,11.4,86.99,11.4,Florida,Florida 78 – TCU 73,-2.1,2.1,AWAY,TCU,2.1,-4.4
11/27/2025,North Carolina Tar Heels,Michigan St Spartans,North Carolina,Michigan St.,North Carolina,Michigan St.,1.5,-1.5,150.5,TRUE,118.875,117.47,97.4971,93.7821,21.378,23.6877,72.6346,68.5587,3.4,3.1,70.53781944,75,75.8,150.8,1.63,-1.63,43.253,1.6,Michigan St.,North Carolina 75 – Michigan St. 76,-0.13,0.13,AWAY,Michigan St.,0.13,0.3
11/27/2025,Washington Huskies,Nevada Wolf Pack,Washington,Nevada,Washington,Nevada,-5.5,5.5,145.5,TRUE,115.655,111.661,100.968,105.256,14.6867,6.40552,68.662,68.6195,3,3.9,68.64074342,75.8,73,148.8,-5.68,5.68,72.059,5.7,Washington,Washington 76 – Nevada 73,0.18,-0.18,HOME,Washington,0.18,3.3
11/27/2025,Rutgers Scarlet Knights,UNLV Rebels,Rutgers,UNLV,Rutgers,UNLV,3.5,-3.5,153.5,TRUE,107.398,113.311,105.621,108.505,1.77746,4.80626,67.5279,74.2154,3.9,3.1,70.71389067,76.3,77.4,153.7,2.14,-2.14,41.169,2.1,UNLV,Rutgers 76 – UNLV 77,1.36,-1.36,HOME,Rutgers,1.36,0.2
11/27/2025,Miami Hurricanes,BYU Cougars,Miami FL,BYU,Miami FL,BYU,8.5,-8.5,164.5,TRUE,115.424,125.264,99.5726,98.6502,15.8512,26.6135,72.5924,70.5574,2.9,4.1,71.56043534,76.6,80.4,157,7.7,-7.7,21.694,7.7,BYU,Miami FL 77 – BYU 80,0.8,-0.8,HOME,Miami FL,0.8,-7.5
11/27/2025,Wisconsin Badgers,Providence Friars,Wisconsin,Providence,Wisconsin,Providence,-5.5,5.5,165.5,TRUE,121.367,116.894,100.699,103.277,20.6681,13.6175,70.0536,73.4079,2.8,3.2,71.69153624,80.5,78,158.5,-5.05,5.05,69.898,5.1,Wisconsin,Wisconsin 80 – Providence 78,-0.45,0.45,AWAY,Providence,0.45,-7
11/27/2025,South Florida Bulls,Western Kentucky Hilltoppers,South Florida,Western Kentucky,South Florida,Western Kentucky,-6.5,6.5,165.5,TRUE,114.972,107.601,105.308,105.709,9.66474,1.89204,73.4297,73.7698,2.7,3.7,73.5993571,81.2,78.3,159.6,-5.72,5.72,72.181,5.7,South Florida,South Florida 81 – Western Kentucky 78,-0.78,0.78,AWAY,Western Kentucky,0.78,-5.9
11/27/2025,Santa Clara Broncos,Saint Louis Billikens,Santa Clara,Saint Louis,Santa Clara,Saint Louis,1.5,-1.5,159.5,TRUE,116.114,115.086,101.597,99.7416,14.5161,15.344,69.9668,73.6908,2.4,4,71.78053184,77.5,77.8,155.2,0.59,-0.59,47.526,0.6,Saint Louis,Santa Clara 78 – Saint Louis 78,0.91,-0.91,HOME,Santa Clara,0.91,-4.3
11/27/2025,Dayton Flyers,Georgetown Hoyas,Dayton,Georgetown,Dayton,Georgetown,1.5,-1.5,146.5,TRUE,112.116,112.808,100.079,101.817,12.0367,10.9906,68.7709,71.0437,3.3,2.9,69.88882689,74.8,74.4,149.1,-0.73,0.73,53.043,0.7,Dayton,Dayton 75 – Georgetown 74,2.23,-2.23,HOME,Dayton,2.23,2.6
11/27/2025,Arkansas Razorbacks,Duke Blue Devils,Arkansas,Duke,Arkansas,Duke,10.5,-10.5,157.5,TRUE,117.79,125.237,99.6623,93.1266,18.1273,32.1103,71.8599,69.4908,3.8,3.3,70.65549642,74.5,79.5,154,9.88,-9.88,16.157,9.9,Duke,Arkansas 74 – Duke 80,0.62,-0.62,HOME,Arkansas,0.62,-3.5
11/27/2025,Wichita St Shockers,Colorado St Rams,Wichita St.,Colorado St.,Wichita St.,Colorado St.,1.5,-1.5,143.5,TRUE,111.09,119.771,101.993,109.251,9.0966,10.5204,69.3195,65.3406,2.9,3.7,67.27126627,74.1,74.6,148.7,0.96,-0.96,46.018,1,Colorado St.,Wichita St. 74 – Colorado St. 75,0.54,-0.54,HOME,Wichita St.,0.54,5.2
11/27/2025,Stanford Cardinal,Minnesota Golden Gophers,Stanford,Minnesota,Stanford,Minnesota,-1.5,1.5,142.5,TRUE,110.242,109.773,102.163,103.318,8.07969,6.45498,72.108,65.9006,3.3,2.9,68.86470068,73.5,73,146.5,-1.12,1.12,54.648,1.1,Stanford,Stanford 74 – Minnesota 73,-0.38,0.38,AWAY,Minnesota,0.38,4
11/27/2025,Northwestern Wildcats,Oklahoma St Cowboys,Northwestern,Oklahoma St.,Northwestern,Oklahoma St.,-2.5,2.5,160.5,TRUE,117.323,115.031,101.606,101.018,15.7175,14.0128,67.9522,75.8923,2.8,3.8,71.70310645,78.3,77.7,155.9,-1.22,1.22,55.075,1.2,Northwestern,Northwestern 78 – Oklahoma St. 78,-1.28,1.28,AWAY,Oklahoma St.,1.28,-4.6
