"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2026","Portland",74.1375,83,72.3385,91,92.1776,309,100.858,292,104.149,154,111.427,287,-10.5692,297
"2026","Portland St.",74.3125,79,73.1803,66,108.681,146,106.401,179,111.843,241,107.512,171,-1.11105,155
"2026","Prairie View A&M",77.4542,29,74.1757,25,86.9822,343,97.5099,340,124.853,334,111.407,285,-13.8967,329
"2026","Presbyterian",64.03,358,65.8291,364,96.6614,280,99.5652,319,108.045,181,109.943,238,-10.378,295
"2026","Princeton",72.1875,141,70.7141,177,92.1458,311,102.835,248,111.302,230,108.154,183,-5.31927,224
"2026","Providence",78.8983,9,74.4483,20,118.108,70,115.951,50,111.524,235,103.923,102,12.0278,75
"2026","Purdue",68.25,264,67.7912,335,129.353,15,128.029,1,104.478,157,99.417,48,28.6116,5
"2026","Purdue Fort Wayne",74.5375,73,72.9634,71,93.9104,297,102.519,254,119.547,308,110.201,247,-7.68207,260
"2026","Queens",71.5976,157,71.348,144,105.415,188,107.126,158,110.797,225,109.933,237,-2.8069,183
"2026","Quinnipiac",73.4656,108,73.378,60,93.9129,296,101.856,271,106.91,171,107.447,169,-5.59167,227
"2026","Radford",74.5156,74,72.2832,95,100.257,239,105.324,203,115.764,282,111.085,276,-5.7615,230
"2026","Rhode Island",69.0813,238,70.2966,204,114.769,95,108.934,125,95.5282,72,104.526,114,4.40848,114
"2026","Rice",67.2469,301,68.4474,312,100.04,241,106.585,173,112.44,247,109.822,232,-3.23722,193
"2026","Richmond",75.6,53,70.0844,225,117.078,75,110.252,107,104.343,156,106.103,140,4.14868,117
"2026","Rider",65.2875,350,68.4707,311,81.2129,361,99.5615,320,128.808,353,112.69,313,-13.1281,322
"2026","Robert Morris",67.4486,291,70.5976,188,104.599,201,105.225,204,126.555,340,109.798,230,-4.57284,212
"2026","Rutgers",66.9333,308,69.9232,238,117.927,72,110.349,106,91.9657,40,101.339,79,9.00956,93
"2026","Sacramento St.",70.7417,181,71.7736,120,105.236,194,102.455,256,108.344,189,110.967,271,-8.5117,274
"2026","Sacred Heart",69.7792,213,71.3375,145,97.1053,273,104.202,222,127.916,350,114.195,331,-9.99298,290
"2026","Saint Francis",73.5917,103,71.859,117,88.6011,333,96.3491,351,126.264,339,114.384,336,-18.0347,353
"2026","Saint Joseph's",72.8,123,71.5658,128,101.235,233,104.418,217,109.02,197,105.058,124,-0.640756,152
"2026","Saint Louis",79.6531,7,74.7342,15,121.04,51,113.489,70,88.5716,26,99.4155,47,14.0737,59
"2026","Saint Mary's",67.1219,305,66.9492,353,126.995,22,116.811,43,86.7797,17,95.6957,14,21.1152,24
"2026","Saint Peter's",67.5875,286,67.2642,347,99.2109,253,100.259,306,117.941,293,110.827,263,-10.5678,296
"2026","Sam Houston St.",72.0875,145,71.5409,129,108.226,153,107.879,137,127.197,344,109.85,235,-1.97092,168
"2026","Samford",68.9997,241,69.066,281,112.022,119,109.096,121,111.713,239,111.824,297,-2.72712,182
"2026","San Diego",65.1937,351,71.4554,133,111.846,122,106.47,178,111.232,228,110.293,252,-3.82291,200
"2026","San Diego St.",66.4375,325,69.461,263,113.254,107,113.811,67,77.8111,2,93.5872,8,20.2242,29
"2026","San Francisco",70.3625,193,70.1527,215,106.98,166,111.299,91,99.3997,106,101.362,80,9.93707,83
"2026","San Jose St.",66.3333,327,68.2803,316,105.241,192,107.789,140,124.941,336,110.034,242,-2.24471,175
"2026","Santa Clara",69.8208,209,71.4314,137,125.935,29,116.871,41,104.059,152,103.925,103,12.9454,68
"2026","Seattle",72.2625,136,71.0725,154,115.795,83,107.013,161,100.106,112,103.159,97,3.85364,118
"2026","Seton Hall",65.0656,353,67.5089,344,114.339,102,107.772,143,87.5594,21,98.6874,38,9.08435,92
"2026","Siena",65.4437,346,68.673,303,106.552,174,104.647,213,99.2076,103,106.631,149,-1.98413,170
"2026","SIUE",67.7844,279,68.5604,309,96.8223,276,100.199,309,102.743,136,103.163,98,-2.96441,188
"2026","SMU",74.3906,76,72.1511,104,118.54,66,117.445,37,103.629,145,102.15,85,15.2953,51
"2026","South Alabama",66.1719,329,67.2464,348,109.673,139,103.816,229,102.25,133,107.682,176,-3.86607,202
"2026","South Carolina",69.069,239,69.0201,285,118.6,64,111.957,88,98.1761,91,104.159,108,7.79759,97
"2026","South Carolina St.",75.4719,58,73.1874,65,80.5783,362,94.827,359,119.265,304,112.662,312,-17.8349,351
"2026","South Dakota",74.6955,68,74.4029,22,106.725,171,104.447,215,106.523,169,113.112,317,-8.66546,278
"2026","South Dakota St.",68.0958,268,70.3097,201,98.6463,259,107.049,160,104.644,160,108.207,185,-1.15796,156
"2026","South Florida",78.3812,16,74.5888,17,130.044,14,114.584,62,96.1341,76,103.702,101,10.8827,79
"2026","Southeast Missouri",77.0125,36,73.8471,38,96.5046,282,101.19,285,114.686,272,107.957,180,-6.7677,247
"2026","Southeastern Louisiana",68.6875,250,69.7206,246,86.8461,344,99.1774,327,106.343,168,105.527,135,-6.35009,242
"2026","Southern",80.1125,3,73.3291,62,99.2881,251,104.001,225,130.393,360,106.907,158,-2.90591,186
"2026","Southern Illinois",74.5718,71,73.5717,51,115.027,90,109.089,122,110.081,208,106.857,156,2.23191,133
"2026","Southern Indiana",78.9833,8,73.474,55,86.7698,345,98.4858,331,107.789,178,110.385,254,-11.8991,309
"2026","Southern Miss",67.3773,296,70.6265,185,108.626,148,104.372,218,115.835,284,111.62,291,-7.24804,256
"2026","Southern Utah",75.5344,54,72.7708,78,90.4255,320,101.475,277,127.811,349,113.197,318,-11.7219,308
"2026","St. Bonaventure",66.0563,332,67.936,329,120.121,58,111.278,92,105.48,163,106.836,154,4.44189,113
"2026","St. John's",82.6292,2,75.1038,9,119.776,60,118.893,30,95.2504,70,96.2646,17,22.6283,18
"2026","St. Thomas",69.795,211,70.2898,205,107.464,161,107.613,147,107.807,179,109.198,206,-1.58516,158
"2026","Stanford",76.5083,41,72.4298,89,112,121,109.783,112,93.552,54,100.396,65,9.38723,87
"2026","Stephen F. Austin",69.525,223,70.017,231,118.306,68,105.759,190,96.1381,77,104.456,112,1.30282,138
"2026","Stetson",75.4667,59,71.9913,111,83.2108,356,97.4301,342,119.426,307,115.518,348,-18.0879,354
"2026","Stonehill",70.4519,190,70.0364,228,86.527,346,95.7672,356,110.002,207,110.208,248,-14.4409,337
"2026","Stony Brook",66.8875,309,68.9338,293,112.626,115,105.846,188,110.237,215,112.17,306,-6.32414,240
"2026","Syracuse",68.3292,262,71.0248,158,121.113,50,115.199,56,68.6016,1,99.1484,44,16.051,48
"2026","Tarleton St.",71.3675,161,70.3092,202,105.874,184,104.076,224,119.375,306,109.903,236,-5.82647,231
"2026","TCU",71.9062,148,70.6025,187,110.728,128,110.013,109,95.2339,69,100.095,60,9.91772,84
"2026","Temple",67.1833,303,70.3455,199,121.261,48,111.026,98,101.109,120,107.37,165,3.65547,120
"2026","Tennessee",71.0906,171,69.5855,256,126.925,23,117.729,34,87.6119,22,93.1326,5,24.5965,12
"2026","Tennessee Martin",76.7562,40,72.1731,103,106.812,169,101.584,276,96.1936,78,107.327,164,-5.74265,229
"2026","Tennessee St.",78.8812,10,73.3845,58,102.185,219,103.334,236,115.596,279,109.554,220,-6.22027,239
"2026","Tennessee Tech",69.5542,221,70.3719,197,93.0563,305,96.636,350,101.843,130,110.628,259,-13.9924,331
"2026","Texas",68.1813,265,69.3074,270,117.201,74,114.361,63,91.2077,35,97.0622,21,17.2993,40
"2026","Texas A&M",74.9,65,72.9169,73,112.713,114,113.826,66,104.087,153,100.552,71,13.2732,67
"2026","Texas A&M Corpus Chris",71.875,149,70.7286,175,87.0821,342,100.312,302,109.953,204,107.624,174,-7.31263,257
"2026","Texas Southern",72.3927,131,72.3085,94,90.1349,323,99.8569,315,124.591,333,112.284,309,-12.4266,315
"2026","Texas St.",69.6406,217,68.9416,292,99.1636,255,102.289,259,107.151,172,107.415,166,-5.12532,220
"2026","Texas Tech",70.975,175,68.5633,308,124.33,35,121.431,11,99.3242,104,97.5308,25,23.9,15
"2026","The Citadel",71.3042,164,70.0783,226,103.93,208,102.085,264,126.735,341,119.599,364,-17.5141,349
"2026","Toledo",69.4563,227,70.1355,217,114.518,97,111.632,89,113.477,257,114.611,341,-2.97838,190
"2026","Towson",63.1958,364,66.8398,355,87.4927,336,103.491,234,84.9768,13,100.893,75,2.59866,123
"2026","Troy",71.7451,152,70.8354,168,105.241,191,107.066,159,109.44,203,105.417,133,1.64895,136
"2026","Tulane",65.3656,348,68.726,301,112.019,120,110.091,108,110.834,226,109.545,219,0.545771,142
"2026","Tulsa",71.1292,170,70.2145,210,118.913,61,112.364,83,110.207,214,107.068,159,5.29643,109
"2026","UAB",78.0125,20,74.7515,14,108.649,147,110.656,102,97.2322,85,104.471,113,6.18565,107
"2026","UC Davis",70.2625,197,70.0036,232,104.381,203,100.2,308,98.6481,98,106.203,141,-6.00284,235
"2026","UC Irvine",74.625,69,73.0336,68,93.4626,302,102.399,258,93.2654,51,100.403,67,1.99559,135
"2026","UC Riverside",70.5167,188,70.4998,192,102.147,221,101.641,275,108.16,185,110.523,256,-8.88215,281
"2026","UC San Diego",70.1292,201,70.4591,193,109.804,136,108.268,133,94.9998,65,105.73,138,2.53755,127
"2026","UC Santa Barbara",67.2037,302,69.0571,282,120.481,55,112.423,82,114.147,267,109.701,225,2.72191,122
"2026","UCF",73.7475,98,72.8335,75,120.646,52,116.099,48,108.536,192,104.11,107,11.9893,76
"2026","UCLA",66.5531,318,66.6654,356,113.635,105,116.322,47,100.572,118,96.7684,20,19.5531,31
"2026","UMass Lowell",72.1937,140,71.9788,112,90.7432,318,102.427,257,130.207,359,117.296,360,-14.8694,343
"2026","UMBC",68.4431,258,71.3253,146,104.61,200,103.814,230,106.269,167,113.044,316,-9.22969,285
"2026","UNC Asheville",70.9583,176,70.6866,179,101.377,231,103.773,231,108.423,190,109.739,228,-5.96642,233
"2026","UNC Greensboro",73.3639,111,70.0409,227,93.3248,303,101.432,280,120.612,318,111.233,281,-9.80071,287
"2026","UNC Wilmington",66.7,314,68.2316,319,112.913,113,110.601,103,108.583,193,108.14,182,2.46062,130
"2026","UNLV",77.1656,33,73.5182,53,120.056,59,113.378,72,108.222,187,106.801,152,6.57709,105
"2026","USC",77.9667,22,73.9785,32,126.166,27,119.216,22,91.8417,39,96.6037,18,22.6124,19
"2026","USC Upstate",67.6875,280,71.6058,126,99.3944,247,99.9891,314,111.622,236,112.446,310,-12.4572,316
"2026","UT Arlington",70.175,200,71.3979,140,87.9215,335,102.789,250,87.2127,19,104.237,110,-1.44775,157
"2026","UT Rio Grande Valley",75.5083,55,73.6888,44,106.659,172,106.543,176,111.436,234,109.025,201,-2.4825,179
"2026","Utah",72.1944,139,72.1365,105,117.207,73,111.532,90,104.569,159,104.534,116,6.99741,102
"2026","Utah St.",71.8083,150,70.7922,171,110.616,129,117.068,40,92.8594,47,100.368,63,16.7005,46
"2026","Utah Tech",68.3591,261,68.5209,310,99.6852,245,101.381,282,109.99,205,109.324,208,-7.9431,263
"2026","Utah Valley",72.825,121,71.7572,121,103.692,211,107.781,141,120.446,316,105.036,122,2.74542,121
"2026","UTEP",65.55,342,70.0973,222,83.4699,354,100.715,297,111.412,233,104.731,118,-4.01633,205
"2026","UTSA",69.3792,229,71.93,114,103.222,213,105.958,187,113.668,259,110.775,262,-4.81776,215
"2026","Valparaiso",67.8063,277,69.2844,271,97.1138,272,101.966,267,102.944,137,109.327,209,-7.36103,258
"2026","Vanderbilt",74.0687,87,72.6241,81,136.976,2,123.374,5,98.1886,92,98.9989,42,24.3747,13
"2026","VCU",73.5813,104,74.4223,21,114.445,98,112.288,84,101.713,128,98.1564,30,14.132,58
"2026","Vermont",67.4887,289,67.8958,331,115.507,87,107.535,148,104.561,158,109.16,203,-1.6253,160
"2026","Villanova",67.8781,271,68.7935,299,125.744,30,117.196,39,103.711,147,100.209,61,16.9876,43
"2026","Virginia",67.4,294,68.5721,307,134.484,6,118.719,31,90.8959,34,101.042,76,17.6769,39
"2026","Virginia Tech",74.3795,78,71.8407,118,124.861,32,116.775,44,98.4019,95,102.481,87,14.2941,57
"2026","VMI",73.4375,109,72.3335,92,96.809,277,101.47,278,112.871,255,110.032,240,-8.56134,275
"2026","Wagner",66.8729,311,67.6462,342,96.6719,279,96.0457,354,110.086,210,110.543,257,-14.4969,339
"2026","Wake Forest",76.9503,38,73.907,34,114.776,94,113.506,69,94.2197,59,98.4925,33,15.0136,52
"2026","Washington",69.3469,230,69.5639,258,118.561,65,116.742,45,96.8967,82,100.397,66,16.3445,47
"2026","Washington St.",68.1188,267,70.642,183,110.138,132,108.931,126,117.723,290,110.666,261,-1.73511,162
"2026","Weber St.",74.8468,66,71.4357,136,99.0742,256,103.322,237,108.799,195,109.649,221,-6.3269,241
"2026","West Georgia",69.6312,218,71.0275,157,98.292,264,101.803,273,114.648,271,113.711,323,-11.9075,310
"2026","West Virginia",65.9275,333,66.2446,362,110.449,130,111.102,95,82.95,8,97.2461,22,13.8559,62
"2026","Western Carolina",76.5083,42,73.4201,57,84.4551,352,100.844,293,110.242,216,106.69,150,-5.84624,232
"2026","Western Illinois",63.725,360,66.3145,361,98.3383,263,100.415,300,117.84,291,115.142,347,-14.7273,342
"2026","Western Kentucky",76.0792,47,74.3516,23,115.65,85,107.188,156,101.209,122,106.815,153,0.373232,143
"2026","Western Michigan",75.1687,63,72.4707,87,106.318,176,102.883,247,105.323,162,110.942,269,-8.05844,266
"2026","Wichita St.",69.9417,204,70.8197,169,130.979,11,112.952,79,93.2392,50,105.301,129,7.65078,98
"2026","William & Mary",78.1,19,75.6432,3,97.1609,270,106.653,170,111.323,231,111.168,278,-4.51475,211
"2026","Winthrop",75.2937,60,74.5273,18,112.951,112,109.77,113,103.467,142,107.304,163,2.46692,129
"2026","Wisconsin",69.85,207,70.1024,220,133.582,7,122.327,9,93.0785,48,98.4568,32,23.8698,17
"2026","Wofford",70.2375,198,70.0955,223,101.754,228,105.715,193,115.657,280,111.136,277,-5.42047,226
"2026","Wright St.",68.5281,254,69.0033,286,106.91,168,105.475,200,104.217,155,106.378,143,-0.903335,154
"2026","Wyoming",77.0125,36,71.4083,139,114.907,92,106.778,165,87.3267,20,104.189,109,2.58835,125
"2026","Xavier",69.5094,225,72.214,102,97.186,269,108.207,134,107.28,175,103.113,94,5.09342,111
"2026","Yale",70.3083,195,70.2153,209,132.902,8,116.819,42,99.2003,102,104.243,111,12.5757,71
"2026","Youngstown St.",69.3083,232,71.3978,141,109.549,140,108.971,124,114.935,276,107.939,178,1.03137,141
