Date,HomeTeam_raw,AwayTeam_raw,HomeTeam,AwayTeam,Team_A,Team_B,HomeMarketSpread,AwayMarketSpread,MarketTotal,Home_norm,Away_norm,Home_resolved,Away_resolved
2025-11-19,Murray St Racers,Arkansas-Little Rock Trojans,Murrary St.,Little Rock,Murrary St.,Little Rock,-14.5,14.5,160.5,murrary st,little rock,,Little Rock
